"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Canada","Non-metallic minerals","Imports","IMP","t","4438933","5740745","6189566","6404354","9345164","10415718","14061562","11190417","12419437","14155577","13333699","12872830","10084675","9533262","11313625","10814592","11424782","11226187","14951062","12969849","12699495","9897525","10495559","12049073","14369062","13840456","13260634","14163516","14977490","15002488","5316058","5232344","5682006","10874309","13971173","12824149","12814314","12262178","12980976","33391222","38291750","36143245","21805904","46299117","31156764","23054219","16512521","10780467","14380530","19924343","19331167","19973356","20665816","21200253","21558739"
"Canada","Non-metallic minerals","Material Footprint (RMC)","MF","t","254868010","269688926","290570568","315817165","355022885","343813733","355852177","401660996","402260496","394147236","376211770","343574279","279500297","319101774","327465493","353917880","363420155","407035228","430376900","432797816","411221392","352816756","366811942","360801888","375555585","360862375","320234706","356886021","367051976","354873467","356575300","343872495","378169200","395200828","422519670","445648527","466385635","469983872","457772688","392235669","424251584","433940665","426650462","423243962","403199497","393583585","404478184","389122528","375234676","367899804","399311732","397900705","412781154","418209273","427846966"
"Canada","Non-metallic minerals","Physical Trade Balance","PTB","t","-848174","-694156","-153842","-995790","-570583","2513770","4265635","1008497","1858749","517448","-2801105","-2900585","-3755877","-7956920","-9748174","-10102121","-8586735","-9389983","-9725607","-6003978","-9186964","-10322109","-10457158","-9783282","-9966481","-11257053","-13127708","-14631151","-12362411","-14478555","-9417591","-8367351","-8058124","-20478629","-21453590","-26782748","-27483254","-25430695","-4192816","5874396","12540997","8234849","-4193208","20180802","2686956","-6009071","-6778914","-15279704","-10276667","-6581456","-6809970","-7069792","-7039867","-6978856","-6960180"
"Canada","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","143248255","147979108","157972329","170288875","184496772","185319018","180303631","217451112","234515849","235134979","224383546","200475792","155777388","176808117","181825138","203209503","217953222","230684487","236411869","231065582","225293539","191324211","204264339","222446122","243496699","258990034","231543279","273030174","298244095","327666614","347007738","326093621","303365283","284151598","318033318","314970276","319632382","322469378","322670709","283991634","308868327","348836883","342475028","348365786","347965587","360135640","401403264","385657810","383179921","378776860","332098490","356743685","359394310","375541509","380902325"
"Canada","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","57219181","61484370","64133676","69621042","73214264","65216251","70475811","71242577","73653100","73480931","69446481","67496917","65843050","71131020","75384639","78761272","77388566","85005708","92026793","92317633","81862252","73758743","79167988","89157103","97582685","97045985","99080968","114605166","120187405","119839862","124844580","121161065","130414129","135601155","141910653","159179619","166345401","172799376","171987563","133138091","156875906","161249208","167844718","166696224","160282304","149219267","145129761","142381529","139490342","132474890","128184137","135320077","140662105","141482509","146192450"
"China","Biomass","Domestic Extraction","DE","t","1448546746","1476365139","1457738252","1579608081","1595505543","1637997915","1634240317","1640558975","1741746934","1767903691","1764886182","1784663745","1887562402","2006402733","2090937140","2037386975","2092942142","2180633628","2176175500","2221433109","2373557533","2408452402","2445798084","2528906752","2537718680","2703252848","2902227956","2747428207","2923211632","2934537674","2898420607","2911122893","2960615453","2888991779","3015525193","3059763366","3098860814","3130061749","3291494532","3259432030","3324368993","3422478768","3500050790","3559217650","3568382306","3736368498","3730320264","3740650112","3777241447","3827076019","3822369347","3871767098","3928955089","4002520195","4078547912"
"China","Biomass","Domestic Material Consumption","DMC","t","1452020794","1477771545","1461132334","1585242283","1600107196","1639892819","1635956618","1648842821","1751231753","1780731211","1780070413","1800379800","1906555544","2022816310","2101874280","2038421800","2091834970","2191694390","2187900820","2235495662","2382833995","2411288136","2445870466","2521870769","2537686636","2730561127","2925142447","2764216575","2941566747","2959497577","2922381623","2951358956","2997174003","2935271337","3096471237","3140855788","3194812899","3226110716","3400747163","3396722775","3479413878","3595286007","3700098017","3773534598","3800025551","4000000037","3986297519","4018204799","4041233462","4091100799","4130125610","4206929116","4272067251","4355124416","4440660941"
"China","Biomass","Domestic Material Input","DMI","t","1455072017","1480995539","1464392172","1589394561","1604355483","1643705255","1638973581","1651297819","1754014224","1783592693","1783357272","1803762477","1909925159","2027316658","2108498713","2052050386","2108774385","2207528873","2204396930","2249742956","2397315958","2432446232","2470149146","2547487948","2561622433","2741852480","2936298584","2782082954","2960389507","2978219168","2949234745","2974008190","3027342554","2973132472","3117461907","3169048124","3219641756","3257346674","3423087718","3419555380","3502382295","3619385052","3724473842","3798796890","3826814268","4026120772","4014776998","4047366632","4070934486","4121641404","4159451902","4234640109","4300549462","4384576033","4471253699"
"China","Biomass","Exports","EXP","t","3051223","3223994","3259838","4152278","4248287","3812436","3016963","2454998","2782471","2861482","3286859","3382677","3369615","4500348","6624433","13628586","16939415","15834483","16496110","14247294","14481963","21158096","24278680","25617179","23935797","11291354","11156137","17866379","18822760","18721591","26853122","22649234","30168551","37861135","20990670","28192336","24828856","31235958","22340555","22832604","22968416","24099045","24375825","25262293","26788717","26120735","28479478","29161833","29701024","30540605","29326292","27710993","28482211","29451617","30592758"
"China","Biomass","Imports","IMP","t","6525271","4630400","6653920","9786480","8849940","5707340","4733264","10738844","12267290","15689002","18471090","19098732","22362757","20913925","17561573","14663411","15832243","26895245","28221430","28309847","23758425","23993830","24351062","18581196","23903752","38599633","34070628","34654747","37177875","43681494","50814138","62885297","66727101","84140693","101936714","109284758","120780942","127284925","131593186","160123350","178013302","196906284","224423052","239579240","258431962","289752275","284456734","306716520","293693039","294565385","337082555","362873011","371594374","382055838","392705787"
"China","Biomass","Material Footprint (RMC)","MF","t","1011345290","1038178878","1019973211","1105591371","1122369952","1161508714","1160916258","1161816045","1251911888","1286987413","1273560538","1289009697","1370572771","1468734087","1538662372","1482983861","1517023991","1566863059","1566349773","1604596226","1729802344","1704227420","1779025040","1865691276","1749574060","1913547836","2214099951","2089760803","2236396515","2267035976","2215434121","2304876783","2375075207","2614421801","2774742350","2790905163","2701330748","2677214692","3068196397","3194134510","3306536773","3462497282","3592100142","3735499342","3808863358","4026087450","3996320735","4148671088","4244603650","4274192749","4313369769","4427757987","4400836812","4429753531","4498785631"
"China","Biomass","Physical Trade Balance","PTB","t","3474048","1406406","3394082","5634202","4601653","1894904","1716301","8283846","9484819","12827520","15184231","15716055","18993142","16413577","10937140","1034825","-1107172","11060762","11725320","14062553","9276462","2835734","72381","-7035983","-32044","27308279","22914491","16788368","18355115","24959903","23961016","40236063","36558550","46279558","80946044","81092422","95952086","96048967","109252631","137290746","155044886","172807239","200047227","214316948","231643245","263631540","255977255","277554687","263992015","264024780","307756263","335162018","343112162","352604221","362113030"
"China","Biomass","Raw Material Equivalents of exports","RME_EXP","t","468763814","469646052","469400022","506883014","502690792","508021558","502992389","508201675","520873516","513480680","523863533","528157404","549823284","571952948","587073373","588597344","607261309","644654333","642207276","652304047","673427588","737356631","706288780","719606584","846947225","854079878","761870643","738954821","773629028","771921733","814941807","756110300","761323012","472926951","491989997","516998015","666301897","736551086","570661729","471814439","479299110","460726860","476016597","464327834","446429411","437932569","382790263","428030055","424025859","420954353","383715732","446339309","453447846","465355063","475989597"
"China","Biomass","Raw Material Equivalents of imports","RME_IMP","t","31531216","31444243","31620560","32840621","29533347","31515411","29651874","29451154","31027254","32554347","32529088","32493653","32824696","34275686","34785035","34180272","31330055","30875159","32373888","35458360","29664309","33123632","39507495","56383360","58794730","64367146","73735005","81279356","86806106","104412282","131947539","149856488","175775145","198349435","251199697","248132434","268764537","283696813","347356467","406509877","461459932","500738499","568059158","640602282","686903288","727644422","648783711","836044084","891381183","868064277","874709417","1002323423","954521998","940475075","946773911"
"China","Fossil fuels","Domestic Extraction","DE","t","418512200","434034400","459066600","474805800","483133000","565270000","577246600","652143200","731669652","751316024","736091904","731785166","776832378","829174028","912707010","937830756","964504438","999686536","1051594808","1124695416","1144154592","1148356178","1175432960","1224391004","1317561604","1454718700","1496966740","1437317892","1427050266","1395114512","1489098552","1584888758","1671571082","1939657862","2204644400","2439489934","2633266330","2825626876","2958913604","3137938214","3428682048","3726174462","3788727928","3878557884","3770077870","3715688914","3356916333","3493388317","3696338024","3839916714","3909284136","4093359256","4143878869","4218589555","4292079865"
"China","Fossil fuels","Domestic Material Consumption","DMC","t","416451200","430951400","455610600","470151800","475194000","552392000","566480600","642922200","720366652","735660024","718820904","713465166","758022378","809930028","886190010","902430756","929116438","960872536","1012451808","1090522416","1107800592","1113098178","1142682960","1202252004","1288431604","1426581929","1472224707","1422478118","1406408340","1386975021","1494541827","1548469836","1658570047","1938383500","2252219586","2510774615","2745771701","2983659165","3132498322","3448905369","3835483746","4203518515","4362209230","4510930136","4402219231","4286857774","4030727177","4233485734","4516164497","4727672888","4842620648","5063648811","5123599761","5213709540","5303834422"
"China","Fossil fuels","Domestic Material Input","DMI","t","418913200","434084400","459066600","474805800","483133000","565270000","577246600","654659200","734799652","753722024","738449904","733789166","779666378","831684028","915443010","940230756","967431438","1001627536","1054142808","1130248416","1149080592","1155697178","1188022960","1241492004","1331116604","1473443700","1522783740","1474787892","1455956266","1433401512","1561547552","1647808758","1752235082","2041775862","2345978400","2592522934","2817287379","3042443589","3184448542","3478486241","3860267428","4222791993","4375814553","4521858415","4410349576","4297297180","4044796474","4248862863","4526038777","4736996352","4851002647","5072247691","5132253946","5222402213","5312595822"
"China","Fossil fuels","Exports","EXP","t","2462000","3133000","3456000","4654000","7939000","12878000","10766000","11737000","14433000","18062000","19629000","20324000","21644000","21754000","29253000","37800000","38315000","40755000","41691000","39726000","41280000","42599000","45340000","39240000","42685000","46861771","50559033","52309774","49547926","46426491","67005725","99338922","93665035","103392362","93758814","81748319","71515679","58784424","51950220","29580871","24783682","19273478","13605323","10928279","8130345","10439406","14069297","15377129","9874279","9323464","8381999","8598880","8654185","8692673","8761400"
"China","Fossil fuels","Imports","IMP","t","401000","50000","0","0","0","0","0","2516000","3130000","2406000","2358000","2004000","2834000","2510000","2736000","2400000","2927000","1941000","2548000","5553000","4926000","7341000","12590000","17101000","13555000","18725000","25817000","37470000","28906000","38287000","72449000","62920000","80664000","102118000","141334000","153033000","184021049","216816713","225534938","340548027","431585380","496617531","587086625","643300531","640271706","581608266","687880141","755474546","829700753","897079639","941718510","978888435","988375077","1003812658","1020515957"
"China","Fossil fuels","Material Footprint (RMC)","MF","t","405798910","419462033","442858203","459079780","460390219","534101456","537646208","604013836","676068848","699733983","688412600","676657724","712344665","760515762","834280396","853332704","861223352","887293116","944398921","1015485115","1006588805","993847967","1042871445","1126288029","1121458108","1234568401","1316417321","1199894800","1193975024","1169034407","1256953610","1345688331","1418690451","1631635282","1859597530","1993767148","2172542536","2253044432","2439357302","2857732602","3160717466","3599058705","3741039346","3832837032","3782829727","3808541834","3671191995","3841590313","4099382282","4249363597","4269960102","4412757902","4269634713","4303095575","4360682978"
"China","Fossil fuels","Physical Trade Balance","PTB","t","-2061000","-3083000","-3456000","-4654000","-7939000","-12878000","-10766000","-9221000","-11303000","-15656000","-17271000","-18320000","-18810000","-19244000","-26517000","-35400000","-35388000","-38814000","-39143000","-34173000","-36354000","-35258000","-32750000","-22139000","-29130000","-28136771","-24742033","-14839774","-20641926","-8139491","5443275","-36418922","-13001035","-1274362","47575186","71284681","112505371","158032289","173584718","310967155","406801698","477344053","573481302","632372252","632141361","571168860","673810844","740097417","819826473","887756174","933336511","970289555","979720892","995119985","1011754557"
"China","Fossil fuels","Raw Material Equivalents of exports","RME_EXP","t","44584761","47052689","50281081","52793437","56995962","65514030","72581194","82547856","90851727","91014732","88580365","92499787","99093234","103966958","115186547","121213866","137404474","147046607","147929784","153425320","171547967","185890946","184542347","164677901","259070717","296005385","266240102","338007281","338841746","347909070","393591977","416658832","454953101","572163900","651658787","778812419","816760967","942505260","992367129","837044014","925430223","853677267","839328640","960329947","930803846","881842539","662343205","662937533","685653614","702150898","735189081","836998444","850972776","876998406","893954036"
"China","Fossil fuels","Raw Material Equivalents of imports","RME_IMP","t","31871472","32480323","34072684","37067417","34253181","34345486","32980802","34418491","35250923","39432691","40901060","37372344","34605521","35308691","36759933","36715815","34123388","34653187","40733897","44215019","33982180","31382735","51980832","66574926","62967221","75855086","85690684","100584189","105766505","121828965","161447035","177458406","202072470","264141320","306611916","333089633","356037173","369922816","472810827","556838402","657465640","726561510","791640058","914609096","943555703","974695458","976618867","1011139528","1088697872","1111597782","1095865047","1156397090","1015892682","1014773694","1016242284"
"China","Metal ores","Domestic Extraction","DE","t","64797971","77506827","111946935","110508926","118296333","128026947","131315255","136201801","155542189","165602098","172314245","169102527","210133869","220527743","245602014","267340229","288373968","343826137","368066224","398077624","408105085","418884055","453438930","479300615","521740470","550059187","560130741","609460340","571778883","560629942","584410645","582150033","621788105","682825847","813609375","930378729","1142819666","1316366150","1492859075","1601120818","1880027047","2193501252","2295998780","2495326575","2593229085","2441765992","2350834275","2239850481","1710919029","1824242230","1795719989","1924565238","1986919341","2062677000","2139050718"
"China","Metal ores","Domestic Material Consumption","DMC","t","64797971","77506827","111946935","110508926","118296333","128026947","131315255","136201801","155542189","165602098","172314245","169102527","210133869","220527743","245602014","269639451","290374597","367604413","384645938","419470492","425053090","437453125","485189738","549056013","582162664","590715831","612766046","665155985","630174648","628163952","665948137","701300436","765670597","878021737","1048544836","1221620278","1462025947","1702709303","1953013071","2304249431","2564432521","2977790419","3145172299","3459205752","3588363685","3447813984","3427824433","3439493276","2931373669","3086746391","3076829599","3279611886","3380231276","3503092478","3628712245"
"China","Metal ores","Domestic Material Input","DMI","t","64797971","77506827","111946935","110508926","118296333","128026947","131315255","136201801","155542189","165602098","172314245","169102527","210133869","220527743","245602014","269813097","290891067","370675739","390406193","423254535","430746589","444332872","492277642","554521008","591017078","612443249","628639433","686330041","645252129","643426259","689635848","718780747","784182119","901285113","1087888332","1270748748","1539246636","1798943863","2035247079","2346712104","2628690563","3045272986","3217199496","3539069661","3693199352","3569704908","3546737347","3507690311","3001669719","3163898252","3151653272","3356630416","3459358036","3584475733","3712261863"
"China","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","173646","516470","3071326","5760256","3784043","5693499","6879747","7087905","5464995","8854414","21727418","15873386","21174057","15077481","15262308","23687712","17480312","18511522","23263376","39343496","49128470","77220689","96234560","82234008","42462673","64258042","67482567","72027197","79863909","104835666","121890924","118912914","68197036","70296050","77151861","74823673","77018530","79126760","81383254","83549619"
"China","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2472868","2517099","26849602","22339969","25176911","22641504","25448817","38838712","75220393","69276609","62384062","68508691","76869702","73473246","82796317","105225203","136630714","162394015","218459266","274278957","340370019","396426970","482577713","542388004","745591286","748663516","851771734","921200716","1043743086","1099970267","1127938917","1195903072","1267839831","1290750690","1339656022","1355933283","1432065178","1472438695","1521798733","1573211145"
"China","Metal ores","Material Footprint (RMC)","MF","t","134226890","147275189","178610817","180789693","181514424","190848742","187155206","191830216","210214723","225052929","236584257","229843790","265577290","278032454","305138281","323471995","324870237","366495383","397934476","430695402","411391921","408335012","473351095","524444640","535156789","553876200","579512555","616447806","581731192","622379983","691609008","738772970","845673137","1039944329","1167250845","1265713895","1452905686","1517755953","1900622391","2282351101","2601349093","3121658925","3319862500","3684246309","3986055539","3972120060","4136276786","3973374250","3652054157","3671125574","3664092539","3757578211","3646017475","3639367412","3760716390"
"China","Metal ores","Physical Trade Balance","PTB","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2299222","2000629","23778276","16579714","21392868","16948005","18569070","31750807","69755397","60422194","40656644","52635305","55695645","58395765","67534010","81537491","119150402","143882492","195195890","234935461","291241549","319206281","386343153","460153996","703128614","684405474","784289167","849173519","963879177","995134601","1006047992","1076990158","1199642795","1220454640","1262504161","1281109610","1355046648","1393311935","1440415479","1489661526"
"China","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","7527569","8951484","14702535","14892873","16723846","17984514","19964031","20866483","23120671","23965318","24741808","25565966","30588298","31588340","35504880","39543102","46505902","59120333","61268116","65280052","71079714","82372918","74970420","68818775","110012500","126511070","146099033","178947761","177878951","166517487","189225491","179900080","223406404","205804248","254903361","330138630","445842385","551806165","501374906","404956407","480520929","575236519","581266230","599097032","587725340","542513853","532035656","494120928","420850926","446546070","450491851","552899270","569258448","589173823","611407004"
"China","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","76956488","78719846","81366417","85173639","79941937","80806309","75803982","76494898","77793205","83416149","89011820","86307229","86031719","89093051","95041146","95674869","83002171","81789578","91136368","97897829","74366551","71823875","94882584","113962800","123428820","130328084","165480847","185935227","187831260","228267528","296423854","336523017","447291437","562922730","608544831","665473796","755928405","753195969","909138222","1086186690","1201842974","1503394193","1605129950","1788016765","1980551795","2072867921","2317478167","2227644698","2361986054","2293429415","2318864401","2385912242","2256780560","2222713057","2290463715"
"China","Non-metallic minerals","Domestic Extraction","DE","t","593314135","700837301","754790971","751146923","774820824","827798706","969867381","1015705725","1100309269","1169466995","1229701996","1273373285","1345028443","1615089136","1878364195","2201984985","2635175523","2853080583","3309018092","3314058493","3123765232","3470192348","4384040013","5067571168","5653833684","6199912307","6321469901","6517882155","6703847009","6972390319","7192807937","7660145884","8157313327","9105293275","9934863623","10542388560","11638678742","12537100996","12806573026","14649945406","16629465763","18006926494","19475023778","20997679364","21643099143","20855881009","21348452688","20938034318","20290682434","21183643692","21925688956","22715580717","23181412811","23902238705","24731983007"
"China","Non-metallic minerals","Domestic Material Consumption","DMC","t","593314135","700837301","754790971","751146923","774820824","827798706","969867381","1015705725","1100309269","1169466995","1229701996","1273373285","1345028443","1615089136","1878364195","2202701130","2635155553","2847692301","3306697585","3308767680","3119722678","3462630825","4376031542","5045228023","5643797951","6195580511","6318870282","6507647567","6694018747","6963178369","7167495179","7619212746","8098740343","9061802081","9890482593","10498516668","11579747219","12480243106","12751258384","14606961613","16573848941","17948510766","19419565662","20932136548","21530614509","20761890044","21268680939","20873622371","20235267963","21127357317","21872971449","22660332581","23123152949","23842167207","24669746113"
"China","Non-metallic minerals","Domestic Material Input","DMI","t","593314135","700837301","754790971","751146923","774820824","827798706","969867381","1015705725","1100309269","1169466995","1229701996","1273373285","1345028443","1615089136","1878364195","2206021005","2638189886","2862573874","3321879160","3327257022","3137675863","3486133739","4400105396","5076068643","5663767464","6216592763","6338349719","6531725886","6714896115","6984612111","7204732827","7673115975","8175971913","9122401362","9955627868","10568226520","11663018706","12560617130","12828566221","14675709026","16659564554","18038954954","19511947091","21038363496","21683621266","20893685772","21384621526","20984796024","20339679818","21237314783","21981060112","22774421070","23242181863","23965668570","24798334237"
"China","Non-metallic minerals","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3319875","3034333","14881573","15181575","18489342","17953186","23502913","24073854","30840620","19969512","21012251","19479436","24078319","20877368","21433741","37237648","53903229","77231570","60599281","65145275","69709852","83271487","80374023","77307837","68747413","85715613","90444188","92381429","106226948","153006757","131795728","115940587","111173653","104411855","109957466","108088664","114088490","119028914","123501362","128588123"
"China","Non-metallic minerals","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4036020","3014363","9493291","12861069","13198529","13910631","15941391","16065383","8497476","9933780","16680455","16879818","13843730","11049107","12221792","11924891","12970091","18658587","17108087","20764245","25837960","24339963","23516133","21993195","25763620","30098792","32028460","36923313","40684132","40522123","37804763","36168838","46761706","48997384","53671091","55371157","58840353","60769052","63429865","66351229"
"China","Non-metallic minerals","Material Footprint (RMC)","MF","t","586581670","689379836","740661625","739672611","755855725","806543060","933322396","980288569","1064316510","1134136308","1193688389","1228710558","1294984460","1551971498","1797147913","2098592132","2478978062","2674689391","3113482834","3127158989","2911696196","3211665150","4107003069","4852479680","5219371829","5763804739","5934352952","5941103419","6207176416","6412705034","6556630096","6962431902","7217211630","8130272886","8876459756","9223437977","10145999057","10502182735","10970013702","13496335376","15313668684","16757922770","18287996196","19893212390","20590008471","20086888112","20448846255","20366363149","19978949091","20814494907","21504237640","22230319630","22576875913","23135787338","23925805206"
"China","Non-metallic minerals","Physical Trade Balance","PTB","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","716145","-19970","-5388282","-2320506","-5290813","-4042555","-7561523","-8008471","-22343145","-10035733","-4331796","-2599619","-10234589","-9828262","-9211950","-25312757","-40933138","-58572984","-43491194","-44381031","-43871892","-58931524","-56857890","-55314642","-42983793","-55616822","-58415727","-55458116","-65542816","-112484635","-93990965","-79771749","-64411947","-55414471","-56286375","-52717507","-55248136","-58259862","-60071498","-62236894"
"China","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","37132694","43220020","46728478","47390358","51887534","54840505","67718364","69304948","73503339","75540443","78616509","85539519","90452445","106508438","125134712","148073418","196146463","219545820","243024338","238690147","249600652","296089199","338236353","295441126","518205790","551590353","495544080","693875132","652324006","739888648","880315678","969023770","1271217366","1405526275","1476422832","1742347802","1964185728","2471587406","2375622383","1675578798","1899052150","1890006776","1914001877","1958980038","1964481425","1729038045","1777454537","1568322167","1448276489","1456850236","1479656176","1681317921","1746850279","1829031165","1894528354"
"China","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","30400229","31762555","32599133","35490438","32642431","33399825","30961584","33560925","37160177","39644711","42009207","40041089","39350791","42264862","43211592","44235524","39359435","40485125","46564740","49981859","36345728","37247307","60838350","79882847","83047472","115190232","107381107","116305935","155153931","179993858","244017565","268996681","330014605","427513440","415482483","417080115","463479852","429521815","534038274","519813245","582083380","639168115","724882908","852249944","907903406","953216395","873750104","994496601","1134961576","1086320071","1056823277","1194624587","1181591875","1187857543","1228236999"
"Germany","Biomass","Domestic Extraction","DE","t","239002770","241509918","240798038","249333265","260203174","247469743","240161125","256357065","260985692","259657968","258732221","263727564","268510247","251142154","277024036","279810144","277386918","270999324","270713879","273357585","292790766","253992701","234368523","233142050","229716204","240990586","248762634","253272453","251471312","252385360","258711989","259420018","245577645","233761854","265891243","256471103","246931793","255352880","261780304","260963748","249604834","249554083","253895814","253469107","269390658","251864417","247873315","253795748","229751329","243432586","241334131","243953543","244489314","245406049","244586013"
"Germany","Biomass","Domestic Material Consumption","DMC","t","275983423","279474673","280485317","285967866","292064172","279844732","277879368","291190214","299551536","298867583","298261415","300219965","304346741","288377681","311472007","315118612","309616738","302289087","303556090","305237135","323513269","277891228","255997607","253763516","248093677","257087742","263525088","269758574","262116923","264974799","267218576","270007074","257470027","249893434","281272215","267848946","262156880","275156766","278819315","276793375","270949717","275749228","278504690","278517026","295556966","276770754","271886443","281081094","259252789","268088936","257803761","259800631","260391516","261914638","260888095"
"Germany","Biomass","Domestic Material Input","DMI","t","281966318","284310167","286799787","294767066","302653633","289238767","288782246","302226828","309657319","309413709","310199927","312692021","317478341","301853060","327047453","332143705","328797372","323115872","324736211","327612361","345160551","304918356","285953597","281135933","279518918","288075830","295742718","301376660","302322687","303211612","313626426","313634155","300812707","290651322","324469963","317066945","312066888","328923049","335213605","328477278","323668624","325813506","330591526","333050196","350953181","336061335","330689801","339644591","316114368","327120330","324156422","325353038","326587026","328516933","327953268"
"Germany","Biomass","Exports","EXP","t","5982895","4835494","6314470","8799200","10589461","9394035","10902878","11036614","10105783","10546126","11938512","12472056","13131600","13475379","15575446","17025093","19180634","20826785","21180121","22375226","21647281","27027128","29955990","27372417","31425241","30988088","32217630","31618086","40205764","38236813","46407850","43627081","43342680","40757888","43197748","49217999","49910008","53766283","56394290","51683903","52718907","50064279","52086836","54533170","55396215","59290581","58803357","58563498","56861578","59031394","66352661","65552407","66195510","66602295","67065173"
"Germany","Biomass","Imports","IMP","t","42963548","42800249","46001749","45433801","42450459","41769024","48621121","45869763","48671627","49755741","51467706","48964457","48968094","50710906","50023417","52333561","51410454","52116548","54022332","54254776","52369785","50925655","51585075","47993882","49802714","47085244","46980084","48104207","50851375","50826252","54914437","54214137","55235062","56889467","58578720","60595842","65135095","73570169","73433301","67513529","74063790","76259424","76695712","79581089","81562523","84196918","82816486","85848844","86363039","83687743","82822291","81399495","82097712","83110884","83367255"
"Germany","Biomass","Material Footprint (RMC)","MF","t","361024668","366693285","368563339","387728334","396402421","382648720","376803920","394050904","406484053","409232096","403988379","397532178","404472796","386958240","412122495","413480061","426821431","429303192","427033594","429915873","436186987","437222164","403400768","386427414","392777072","417277764","411903928","404453591","410883593","428055076","430850408","411691809","401014059","404687877","431916770","428545563","424032409","420896534","432786909","426140321","402672791","416026732","402278940","411964383","425072724","398524427","402292594","403303804","394204503","402412507","403196990","416793118","412041388","414705770","417555955"
"Germany","Biomass","Physical Trade Balance","PTB","t","36980653","37964755","39687279","36634601","31860998","32374989","37718243","34833149","38565844","39209615","39529194","36492401","35836494","37235527","34447971","35308468","32229820","31289763","32842211","31879550","30722504","23898527","21629084","20621465","18377473","16097156","14762454","16486121","10645611","12589439","8506587","10587056","11892382","16131579","15380972","11377843","15225087","19803886","17039011","15829626","21344883","26195145","24608876","25047919","26166308","24906337","24013129","27285346","29501461","24656349","16469631","15847088","15902202","16508589","16302082"
"Germany","Biomass","Raw Material Equivalents of exports","RME_EXP","t","36986816","37650040","36975366","38051150","40196224","39512453","38819448","40646813","41115866","40825516","42021792","44148594","44865871","42813728","47187525","47747550","45855681","44330457","44892179","45840046","47047293","45663878","45747051","43288909","47100069","51848220","55276665","59443826","62168265","57897754","65068376","68368634","65455237","66926894","84216095","82588781","85050579","93832565","102621088","89951306","91920241","97372439","99443116","100347440","106226863","100100466","98845363","104683540","97288346","102003383","95065134","101582507","101395886","101764265","101432909"
"Germany","Biomass","Raw Material Equivalents of imports","RME_IMP","t","159008714","162833407","164740667","176446219","176395471","174691430","175462243","178340652","186614226","190399643","187277950","177953208","180828419","178629814","182285985","181417467","195290194","202634325","201211894","202398334","190443514","228893341","214779296","196574273","210160936","228135399","218417959","210624963","221580546","233567470","237206794","220640425","220891652","237852916","250241623","254663242","262151196","259376218","273627693","255127879","244988198","263845088","247826242","258842716","261908929","246760476","253264643","254191596","261741520","260983303","256927993","274422082","270764931","273147238","276384742"
"Germany","Fossil fuels","Domestic Extraction","DE","t","506118342","500802802","491808374","493836964","496365664","492802144","501077102","491105752","490074300","502484342","504614716","514845454","519244580","512644336","527918836","541148544","530303908","518458996","518073666","507864580","451824730","370257270","331646706","303879410","282563844","270153668","259899382","247793640","230928658","224511410","224108684","222911574","228150800","225140640","226973957","221643580","216276147","223461230","211335788","201580288","198170802","204144320","210652556","204015794","197697670","192432762","183467482","182387370","175036925","138040313","113418222","112312430","110699122","109282280","106422285"
"Germany","Fossil fuels","Domestic Material Consumption","DMC","t","506118342","500802802","491808374","493836964","496365664","492802144","501077102","491105752","490074300","502484342","504614716","514845454","519244580","512644336","527918836","541148544","530303908","518458996","518073666","507864580","451824730","508358913","483677760","456798249","444049215","428725002","428193757","413849637","408613594","397989903","400355575","409725414","413659835","414043483","427155535","420311314","423087097","423535685","412522498","387841035","385959758","390427424","400154909","399316034","384577284","383703927","381973002","378514040","338563217","301757813","255935545","264445270","263432762","263452514","260500629"
"Germany","Fossil fuels","Domestic Material Input","DMI","t","506118342","500802802","491808374","493836964","496365664","492802144","501077102","491105752","490074300","502484342","504614716","514845454","519244580","512644336","527918836","541148544","530303908","518458996","518073666","507864580","451824730","514370543","487388242","459923644","449297036","434161536","434001700","421211133","413535843","403925485","407832802","415785161","420696990","424261707","438911719","435886367","435373418","436245633","424658455","398519783","402242284","404484545","414061850","416335787","402819652","408917991","399584893","402285310","363051075","327198144","280340156","289702911","288651245","288560626","285588486"
