"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"India","Metal ores","Physical Trade Balance","PTB","t","-21219583","-20257861","-22357949","-22336736","-22961957","-23675326","-25131164","-24742849","-21043175","-25482060","-26011924","-19571392","-20771094","-20176277","-24570521","-28307864","-25638262","-27763577","-32347339","-34656894","-31969006","-30038814","-23302760","-29400900","-25938794","-32139638","-18188312","-30696494","-22636450","-16062561","-24220207","-22261260","-56240668","-53633634","-64559335","-99636711","-95256074","-84963164","-70454251","-96199613","-132717447","-38416428","-24732827","-22529620","-6314499","4613033","-20645879","-8983328","17634","-30500793","-31277730","-32205753","-31968580","-31993486","-32035029"
"India","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","13021417","14517843","16126765","16306443","16831070","20061943","22302559","22291888","21427378","22145688","21834671","21556225","21085239","20449192","22491179","23901569","29242186","29741605","32088250","34073457","36200274","35684348","36427659","37724412","42020136","45319276","44529571","47479531","46571642","44606720","53540202","48279618","58143858","67841039","79088762","88241745","100914952","113919074","108786330","92397088","94536740","86275116","72886758","87308623","71624396","79019986","90735246","89221764","94230971","101539209","89261157","104585905","106674021","110377969","114722875"
"India","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","32716642","32684809","35551473","37989607","37624784","33348095","32531153","32513375","31348494","30186133","32903904","34802678","35350858","38064914","40397270","42792779","41114450","41085053","42035181","39457390","30643479","35013336","40997074","41246374","48193062","62349612","63592734","69094601","86422794","97714891","91640195","96147903","106015054","96619591","120654848","136136191","150190805","186051704","182366610","204842132","234435358","249510377","237768564","217532634","230090896","253779278","268216064","294457491","309383533","292567715","260391980","319011377","322583259","333158595","348322759"
"India","Non-metallic minerals","Domestic Extraction","DE","t","441953728","450699933","462719671","469271775","462181647","471124144","500618585","518900958","539440287","547324871","555150390","588694036","615755016","628503995","653386935","695219163","731245695","753080920","796075364","842912764","868299166","899624847","912024087","940270324","973619700","1028587000","1125839213","1159946706","1214454695","1262504794","1289725870","1353379640","1448469844","1505760084","1570518070","1683161630","1819670105","1937377891","2073038853","2244105409","2323532133","2677255415","2756770217","2816594849","2567246479","2746878598","2907692131","2896639796","3073029809","3176200413","3024898889","3248460012","3497164373","3727026683","3980361489"
"India","Non-metallic minerals","Domestic Material Consumption","DMC","t","444437268","453209313","465289873","472161732","465657998","475121522","502719494","521881372","543581444","551077429","559892331","592706248","615571142","630540102","658474480","701238963","736622350","755267654","798755395","847338294","872732215","903354528","917233483","945278329","978398623","1034545281","1129515726","1166661736","1220741210","1270027439","1293963482","1355994812","1449803296","1507271776","1570229365","1685894815","1830529868","1950019418","2087925900","2257215091","2343038912","2698367753","2781288066","2834379661","2589019519","2772584206","2925700289","2905895424","3087539989","3189442186","3036208879","3261521879","3512412086","3744529089","4000405133"
"India","Non-metallic minerals","Domestic Material Input","DMI","t","444577158","453288714","465463472","472249406","465785846","475314289","502778130","522142894","543646361","551108305","560006679","592799149","615755016","631757902","659866685","702761476","737604795","756726744","800773572","849390965","874777960","905692826","919108831","947666153","981687639","1038509971","1133400110","1169119498","1223660192","1273343798","1298138374","1361446576","1455975241","1512860745","1578318615","1696061242","1840408486","1961567804","2101435206","2271144748","2351257153","2715390482","2801233810","2857871441","2612814530","2798191705","2955928649","2940995120","3127947530","3233051042","3078778916","3306477361","3559787917","3793986600","4052170759"
"India","Non-metallic minerals","Exports","EXP","t","139891","79401","173599","87674","127847","192767","58636","261521","64917","30876","114348","92900","183874","1217800","1392205","1522513","982445","1459091","2018177","2052672","2045745","2338297","1875348","2387823","3289017","3964690","3884384","2457762","2918982","3316359","4174892","5451765","6171945","5588969","8089250","10166426","9878618","11548386","13509306","13929657","8218240","17022730","19945744","23491780","23795011","25607499","30228360","35099696","40407541","43608856","42570037","44955482","47375831","49457510","51765626"
"India","Non-metallic minerals","Imports","IMP","t","2623430","2588781","2743800","2977631","3604199","4190145","2159545","3241936","4206073","3783434","4856289","4105112","0","3253907","6479750","7542312","6359099","3645824","4698208","6478202","6478794","6067979","7084744","7395829","8067939","9922971","7560897","9172793","9205497","10839005","8412505","8066936","7505397","7100661","7800544","12899611","20738382","24189913","28396354","27039339","27725019","38135068","44463593","41276592","45568050","51313107","48236518","44355324","54917720","56850629","53880027","58017349","62623543","66959917","71809270"
"India","Non-metallic minerals","Material Footprint (RMC)","MF","t","422070633","431006515","441799644","448939773","445293495","453056682","475915433","491986857","508295992","512429412","529528697","561161584","595054331","622410678","640784262","668566843","687130009","700609141","733621887","764551591","774867841","773919842","795435852","814087997","836434796","874668227","952719631","987882192","1031799139","1067532053","1070052991","1191450093","1262991418","1310107407","1377564516","1479462728","1622794094","1782015570","1830028483","2013479107","2046859862","2310554683","2384249748","2308727716","2172016672","2347600201","2524454559","2542892777","2650318908","2731715623","2556428988","2734897228","2940705686","3145203478","3363329639"
"India","Non-metallic minerals","Physical Trade Balance","PTB","t","2483539","2509380","2570201","2889957","3476352","3997378","2100909","2980414","4141156","3752558","4741941","4012212","-183874","2036107","5087545","6019800","5376655","2186734","2680030","4425530","4433049","3729682","5209396","5008006","4778922","5958281","3676512","6715031","6286515","7522646","4237613","2615171","1333452","1511692","-288706","2733185","10859763","12641527","14887048","13109682","19506779","21112338","24517849","17784812","21773040","25705608","18008158","9255628","14510180","13241773","11309989","13061867","15247713","17502407","20043644"
"India","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","42785821","44465839","48598085","50489426","48551351","51499507","59552600","62771940","68748691","71801541","68710435","72082883","74334168","72179175","77131794","84332575","97578599","105163825","115838577","130867284","140147863","148681648","144379405","153227619","169761961","192733911","208249030","212127063","232533890","244774529","273792226","225677084","265624362","283301627","308581875","343242393","375009118","394203605","467103516","432563336","512726313","633084651","639038509","725296755","620282672","619529488","627396676","608647466","693485483","695618851","703078400","814843431","863257899","907058008","957173111"
"India","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","22902726","24772420","27678058","30157424","31663200","33432045","34849448","35857839","37604395","36906082","43088741","44550431","53633483","66085859","64529121","57680255","53462913","52692046","53385099","52506112","46716538","22976643","27791170","27045292","32577056","38815138","35129447","40062549","49878334","49801788","54119347","63747536","80145936","87648950","115628320","139543491","178133108","238841284","224093146","201937035","236054042","266383920","266518040","217429622","225052865","220251090","244159104","254900446","270774582","251134062","234608500","301280647","313898263","334991769","353992461"
"Japan","Biomass","Domestic Extraction","DE","t","123199223","114819647","117240346","114839261","110241717","109963823","108327154","113401309","111058727","112376300","107836962","108142190","112524097","111241516","117217544","117492812","117052190","114356065","111217030","111583743","109429683","104682615","105556152","95031777","103316368","98632943","95670234","95323481","90085337","89786951","88757646","86630971","85983410","82958492","84492854","84779010","82547764","85229777","85723208","81812292","79303062","79571731","80411288","80905588","82218320","82180128","81841588","84326076","83388945","85140256","85151404","87080866","87601028","88003915","87464453"
"Japan","Biomass","Domestic Material Consumption","DMC","t","179509574","167769146","176364682","183848767","178088571","168001659","174926947","184601911","185640290","191815477","184254427","175275010","181694913","182552601","189954141","191821892","193412693","196601945","196157295","195384661","190743368","187727049","187220002","179178272","188768257","184503508","180902914","180528104","175905635","178800238","178352158","170247750","168903797","165338128","165860842","164011189","159919027","160484279","159248393","149057297","152097506","151998101","150578676","149951226","150386876","150326388","151339219","153990850","155536436","158831979","152931574","159251071","160572656","161664246","160445300"
"Japan","Biomass","Domestic Material Input","DMI","t","181040044","169765213","177674777","185496507","180082341","169580678","176572869","186217176","187199293","194048296","186587057","177797188","183656113","184584155","191653110","193534778","195449073","198067220","197360827","197244720","192903869","190127490","189880766","181469787","191038778","186743694","183114026","183555896","178522584","181282070","181019966","174518167","172809176","169561139","171468853","170237253","166603727","167098315","165216906","155944869","159230061","158917585","157857325","157727447","158126454","157895537","158725826","161509125","163399766","165707254","160397087","166283020","167709429","168919876","167811971"
"Japan","Biomass","Exports","EXP","t","1530470","1996067","1310095","1647740","1993770","1579019","1645922","1615265","1559003","2232819","2332630","2522178","1961200","2031554","1698969","1712886","2036380","1465275","1203532","1860059","2160501","2400441","2660765","2291515","2270521","2240186","2211112","3027792","2616949","2481832","2667807","4270417","3905379","4223011","5608011","6226064","6684700","6614036","5968513","6887572","7132555","6919484","7278649","7776221","7739578","7569149","7386607","7518276","7863330","6875275","7465513","7031949","7136773","7255630","7366671"
"Japan","Biomass","Imports","IMP","t","57840821","54945567","60434432","70657245","69840624","59616855","68245715","72815867","76140565","81671996","78750096","69654998","71132016","73342639","74435566","76041966","78396883","83711155","86143797","85660977","83474186","85444875","84324614","86438009","87722409","88110751","87443792","88232415","88437247","91495119","92262320","87887196","86825766","86602647","86975999","85458243","84055963","81868538","79493698","74132578","79926999","79345854","77446037","76821859","75908134","75715409","76884237","77183050","80010821","80566998","75245683","79202153","80108401","80915961","80347518"
"Japan","Biomass","Material Footprint (RMC)","MF","t","263407679","262326084","274532984","290776120","279876679","285895587","292100408","309013835","336536162","328289779","310289164","324614274","323768684","320271508","343660135","352358891","395175137","408381810","410539964","415940989","395988018","414434735","422238885","403759533","452014997","482426189","469317346","477349109","437931882","467748835","491802498","460399019","451418819","385891866","450841257","432286869","417526908","392298143","430375196","379072094","372464185","391651770","402912759","394365477","385732802","353074619","337550769","360477705","380905882","370794848","322670661","345017696","321504634","319923116","318511515"
"Japan","Biomass","Physical Trade Balance","PTB","t","56310351","52949500","59124337","69009505","67846854","58037836","66599793","71200602","74581562","79439177","76417466","67132820","69170816","71311085","72736597","74329080","76360503","82245880","84940265","83800918","81313685","83044434","81663850","84146495","85451888","85870565","85232680","85204623","85820298","89013287","89594512","83616779","82920387","82379636","81367988","79232179","77371264","75254502","73525186","67245005","72794444","72426370","70167388","69045638","68168556","68146260","69497631","69664774","72147491","73691723","67780170","72170204","72971628","73660331","72980847"
"Japan","Biomass","Raw Material Equivalents of exports","RME_EXP","t","5358723","4896868","4474185","4054976","4023984","3887019","3831216","3763668","3355307","3634229","3713096","3579238","3876361","3726733","3894178","3817549","3276146","3109744","2971624","3086138","3252067","2976933","3031096","2718860","2858436","2618430","2671860","2873365","2863416","3113535","2747434","2675287","2990999","3248478","3039380","3238108","3602037","3789587","3866682","2815749","3119618","3039333","2825302","3060406","3594514","3807486","3687843","4174756","4436905","4639604","4455930","5258878","5407356","5475752","5479130"
"Japan","Biomass","Raw Material Equivalents of imports","RME_IMP","t","145567178","152403305","161766824","179991834","173658945","179818783","187604471","199376194","228832741","219547708","206165298","220051322","215120949","212756725","230336769","238683628","281399093","297135488","302294559","307443384","289810402","312729052","319713829","311446616","351557064","386411676","376318972","384898992","350709962","381075418","405792286","376443335","368426409","306181852","369387784","350745968","338581181","310857953","348518671","300075552","296280741","315119372","325326773","316520295","307108996","274701976","259397024","280326385","301953842","290294196","241975187","263195707","241390269","239837628","239303798"
"Japan","Fossil fuels","Domestic Extraction","DE","t","43891786","36705144","30965640","27995342","24134862","21246366","22226022","22557092","21192144","20161708","20053592","19764118","19604024","19021302","18686266","18606746","18180660","15240154","13346450","12202470","10116654","10387698","10074408","9667776","9193494","8737500","8548278","6430462","6087870","6045584","5476120","5297698","3974368","4170644","4191408","4375016","4716730","5021642","5015006","4774398","4482832","4509258","4388258","3921356","3816246","3702764","3761884","3892974","3232221","2936252","3335716","3281984","3200699","3107728","3017693"
"Japan","Fossil fuels","Domestic Material Consumption","DMC","t","43891786","36705144","30965640","331761724","331063422","312186930","317780452","327436777","314321293","330643044","322647682","309469636","297547638","288016132","312622239","306713457","301976409","292095048","309324513","324233764","355506238","363146426","376259170","378963293","404504050","404363192","408019860","416637349","399928130","405970369","425500985","417176584","425514216","437398851","449352727","449888216","448023506","464057421","454932324","412155700","440424129","437083122","450567067","461773108","442686985","440616440","436771048","433444716","420546599","411156535","366567875","376862369","373303188","369478468","361643945"
"Japan","Fossil fuels","Domestic Material Input","DMI","t","43891786","36705144","30965640","331785724","331195422","312212930","317831452","327467777","314369293","330703044","322718682","309524636","297572638","288031132","312627239","306714457","301977409","292095048","309324513","324233764","355509238","363148426","376271170","378972293","404519050","404378192","408029860","416647349","399929130","405975369","425504985","417186584","425519216","437399851","449355727","449893216","448026506","464063421","454939324","412265700","440441129","437104122","450575067","461808108","442705985","440618440","436785048","433457214","420582516","411161380","366614275","376870396","373311214","369486493","361651969"
"Japan","Fossil fuels","Exports","EXP","t","0","0","0","24000","132000","26000","51000","31000","48000","60000","71000","55000","25000","15000","5000","1000","1000","0","0","0","3000","2000","12000","9000","15000","15000","10000","10000","1000","5000","4000","10000","5000","1000","3000","5000","3000","6000","7000","110000","17000","21000","8000","35000","19000","2000","14000","12498","35917","4845","46400","8027","8026","8025","8025"
"Japan","Fossil fuels","Imports","IMP","t","0","0","0","303790382","307060560","290966564","295605430","304910685","293177149","310541336","302665090","289760518","277968614","269009830","293940973","288107711","283796749","276854894","295978063","312031294","345392584","352760728","366196762","369304517","395325556","395640692","399481582","410216887","393841260","399929785","420028865","411888886","421544848","433229207","445164319","445518200","443309776","459041779","449924318","407491302","435958297","432594864","446186809","457886752","438889739","436915676","433023164","429564239","417350295","408225128","363278559","373588412","370110515","366378765","358634276"
"Japan","Fossil fuels","Material Footprint (RMC)","MF","t","293084177","322460457","381010165","454202764","422193399","399574604","441540601","474740778","511156841","499958876","423819739","408942046","371097861","382972284","402382738","427902535","560522971","613894658","678680040","692829596","674535668","677773490","739914997","771001469","814596469","882549357","856052870","851513669","874682073","752240442","861574228","872285704","768925381","735585056","818850251","800315557","758561437","739208337","723632675","685702947","687166936","678041590","697323833","653964635","668577066","646659916","648980429","595273774","583713789","521010332","522286506","444836721","378828374","374982148","366993193"
"Japan","Fossil fuels","Physical Trade Balance","PTB","t","0","0","0","303766382","306928560","290940564","295554430","304879685","293129149","310481336","302594090","289705518","277943614","268994830","293935973","288106711","283795749","276854894","295978063","312031294","345389584","352758728","366184762","369295517","395310556","395625692","399471582","410206887","393840260","399924785","420024865","411878886","421539848","433228207","445161319","445513200","443306776","459035779","449917318","407381302","435941297","432573864","446178809","457851752","438870739","436913676","433009164","429551741","417314378","408220283","363232159","373580385","370102489","366370740","358626251"
"Japan","Fossil fuels","Raw Material Equivalents of exports","RME_EXP","t","14470202","11878269","9142326","7756928","6984179","6153013","6421256","6224335","5241490","5350584","5617545","5390016","5645098","5343890","5216005","4917067","4004551","3154986","2635253","2525412","2175023","2135882","1996034","1838620","1674372","1556556","1551003","1145277","1055881","1453838","907717","858474","543294","695684","686045","741188","894510","952396","999327","775622","814079","847246","841890","816255","923865","892879","840678","939521","729221","615762","622147","672814","656380","640750","626343"
"Japan","Fossil fuels","Raw Material Equivalents of imports","RME_IMP","t","263662593","297633582","359186851","433964350","405042716","384481252","425735835","458408021","495206187","485147752","409383692","394567944","357138935","369294873","388912477","414212856","546346862","601809491","667968843","683152539","666594037","669521675","731836623","763172313","807077347","875368412","849055595","846228484","869650084","747648696","857005825","867846480","765494307","732110096","815344888","796681729","754739217","735139091","719616996","681704170","683498183","674379578","693777466","650859534","665684685","643850031","646059223","592320321","581210789","518689843","519572937","442227551","376399059","372630522","364729202"
"Japan","Metal ores","Domestic Extraction","DE","t","32152374","33677535","31774881","27667776","25217868","26312332","27603992","26900876","25495135","22690935","20956240","21075269","22065475","21895685","21314715","21661607","19233654","14307112","12110090","10523258","10136021","10321963","10009691","8414745","6941342","6077371","5069111","4594955","4500776","4360343","4609460","3483622","3571717","3547277","3651065","3144965","1038875","613179","611252","605982","634933","655664","597128","609716","527625","574732","439288","481259","528140","499472","568226","568226","568226","568226","568226"
"Japan","Metal ores","Domestic Material Consumption","DMC","t","150624068","144038068","138012727","157191501","156123290","145991484","142352520","143701605","124973374","142171082","145948497","137951720","133696217","117140866","135161429","133380287","123639807","122973252","141453490","147469831","148524318","152985425","130302977","125267246","124033248","132784698","129927949","135533467","121120030","119408180","133241628","123077199","118543947","124249597","128602708","129836946","126286195","133271728","132889147","93421993","121630293","117202434","119860100","122818084","127078097","119411368","118652865","114932164","112726540","120446316","115887908","116939918","117626798","118588988","120636996"
"Japan","Metal ores","Domestic Material Input","DMI","t","174469001","168219572","161131085","183823280","190773376","177395086","180515637","180060763","158160442","175084892","178173019","166433217","165029130","151157576","170102566","168287758","155223396","149335220","164693886","168098372","166027269","171112650","149716848","149319376","148627315","156760628","151644632","160167569","150004775","149365676","163909341","154990347","156634129","160565344","165680711","164204088","163316399","169045086","169684759","127059945","162023769","155357326","159412273","163505215","165666674","158193350","156466882","141314508","137189493","143722884","139162824","140217910","140906298","141870171","143919720"
"Japan","Metal ores","Exports","EXP","t","23844933","24181504","23118358","26631779","34650086","31403602","38163116","36359158","33187068","32913810","32224522","28481497","31332913","34016711","34941137","34907471","31583589","26361968","23240396","20628541","17502950","18127225","19413872","24052131","24594067","23975930","21716683","24634102","28884745","29957496","30667712","31913148","38090183","36315747","37078003","34367142","37030204","35773359","36795612","33637953","40393476","38154892","39552173","40687131","38588577","38781982","37814017","26382344","24462953","23276568","23274915","23277992","23279500","23281183","23282724"
"Japan","Metal ores","Imports","IMP","t","142316627","134542038","129356204","156155504","165555509","151082753","152911644","153159887","132665307","152393957","157216779","145357948","142963655","129261891","148787851","146626151","135989742","135028108","152583797","157575114","155891247","160790686","139707157","140904631","141685973","150683257","146575521","155572614","145503999","145005334","159299881","151506725","153062413","157018067","162029646","161059123","162277524","168431907","169073507","126453964","161388836","154701661","158815145","162895498","165139049","157618618","156027595","140833249","136661353","143223411","138594597","139649684","140338072","141301945","143351494"
"Japan","Metal ores","Material Footprint (RMC)","MF","t","201946172","216670895","250930174","286790547","279337060","269147615","283789920","306371211","329962932","317642343","309373890","327358155","307348044","316110001","340380455","373788520","454842072","483095914","521322483","512059695","520239614","464680531","475061352","457611525","465645675","492495697","505079586","490396886","467414777","430985302","506674748","494270145","484236294","437786801","485956088","525912256","528734461","499715015","501233350","473346553","479282125","493688915","511879387","524285597","514576683","503860713","510217579","545358196","572360559","623765433","626690215","627901216","527674483","504658417","504097003"
"Japan","Metal ores","Physical Trade Balance","PTB","t","118471694","110360534","106237846","129523725","130905422","119679151","114748528","116800729","99478239","119480146","124992257","116876451","111630742","95245180","113846714","111718680","104406153","108666140","129343400","136946573","138388297","142663461","120293286","116852500","117091906","126707327","124858838","130938511","116619254","115047838","128632168","119593577","114972230","120702320","124951643","126691981","125247320","132658549","132277895","92816011","120995360","116546770","119262972","122208368","126550472","118836636","118213577","114450905","112198400","119946843","115319682","116371692","117058572","118020761","120068770"
"Japan","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","10981375","11394454","9944185","8287908","7838024","8255600","8507183","7915620","6833495","6579791","6476828","6277673","6876495","6650630","6426023","6288554","4588664","3256803","2708262","2490714","2579051","2399819","2197137","1825869","1555105","1350405","805633","585668","596689","777542","1101454","684836","948344","1073128","1190975","1050952","384884","256663","278209","230957","279513","282162","251904","260268","225622","245725","181014","204869","224465","208221","223003","270118","275457","277238","278908"
"Japan","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","180775172","194387815","229099477","267410680","261957216","251090883","264693111","287385956","311301293","301531198","294894479","312560559","292159064","300864945","325491763","358415467","440197083","472045606","511920655","504027151","512682644","456758386","467248799","451022649","460259439","487768731","500816109","486387599","463510689","427402501","503166742","491471359","481612921","435312652","483495997","523818242","528080470","499358500","500900306","472971529","478926705","493315413","511534163","523936149","514274681","503531706","509959306","545081806","572056885","623474181","626344992","627603108","527392559","504379361","503820813"
"Japan","Non-metallic minerals","Domestic Extraction","DE","t","578463158","632957769","704746685","828325688","771764102","674745152","688338140","737995562","838111981","848476974","846502454","804267891","760983334","771130640","785485194","756902930","812138003","840736725","900776660","918146500","954788250","967794548","936413610","919077870","921650015","910942423","946039695","923773310","868382375","851499321","854195089","830974767","786337912","763967156","756884954","752502441","774595846","755565648","701906151","632488132","608568687","602992425","686368891","706380301","684034020","656373728","707900481","647778788","642668371","635447522","638482831","653415597","682285613","713514517","732067612"
"Japan","Non-metallic minerals","Domestic Material Consumption","DMC","t","586048164","642270672","712808136","833796952","779846250","679114380","690957853","740302514","842778191","858455379","858068746","814065161","771799084","782378698","796846395","770116589","825570985","856749817","920340931","939909207","977018982","989248606","957256404","939007892","942532159","933676544","968884887","947252067","888767676","873380256","884970139","855267308","809181773","787062849","779680587","775133105","796798731","774628225","719907990","646289404","622778530","616736066","700591677","720551523","697953490","669027953","720025334","652530026","646680684","648105186","650980517","666186972","695691570","727611186","746530006"
"Japan","Non-metallic minerals","Domestic Material Input","DMI","t","588451084","643464655","714205116","839179823","784791422","683818061","695030384","744878345","847165081","863093020","862140176","817912654","775040833","785904231","800919507","773119213","828499928","860009542","923820420","942973969","980615196","994150189","962148641","944355587","948182189","939357902","974305887","953609255","894317248","878651440","890505484","860221783","813411814","791962769","785122977","780951974","802818144","780411893","725648413","651419425","629134075","623399428","707587687","727743952","705064685","676120608","727078293","653682831","647679132","655083452","657964698","673299771","702913643","734950963","753982752"
"Japan","Non-metallic minerals","Exports","EXP","t","2402920","1193982","1396979","5382871","4945172","4703681","4072531","4575831","4386890","4637641","4071430","3847493","3241750","3525534","4073112","3002624","2928943","3259724","3479489","3064762","3596215","4901584","4892238","5347695","5650031","5681358","5421000","6357188","5549573","5271184","5535345","4954474","4230042","4899920","5442390","5818869","6019413","5783669","5740423","5130021","6355545","6663362","6996009","7192429","7111195","7092655","7052959","1152805","998448","6978266","6984181","7112799","7222073","7339777","7452747"
"Japan","Non-metallic minerals","Imports","IMP","t","9987927","10506886","9458431","10854135","13027320","9072909","6692244","6882783","9053099","14616047","15637722","13644763","14057499","14773592","15434312","16216283","16361925","19272817","23043760","24827469","25826946","26355642","25735031","25277717","26532174","28415479","28266192","29835945","25934874","27152119","36310395","29247016","27073902","27995613","28238023","28449533","28222298","24846246","23742262","18931293","20565388","20407002","21218795","21363651","21030664","19746880","19177812","5904043","5010761","19635930","19481867","19884174","20628031","21436445","21915141"
"Japan","Non-metallic minerals","Material Footprint (RMC)","MF","t","613964813","672235786","755269153","890422882","831739366","737748133","758235162","821223552","949122125","952195289","942401471","908397630","854679298","879530148","904621423","891878853","1000291115","1060381079","1155791656","1168748395","1166547655","1227343244","1189727013","1186219814","1208650605","1219167724","1279798188","1286001210","1166869301","1172655446","1201303987","1154495334","1140425002","1048463929","1097323091","1132612547","1147016159","1123370665","1097172106","916533653","921289868","949395615","1052537649","1050234465","1041108587","955612014","1013153957","941831246","957641458","964467892","950117771","992771120","975111723","1006802728","1027874423"
"Japan","Non-metallic minerals","Physical Trade Balance","PTB","t","7585007","9312904","8061452","5471264","8082148","4369228","2619713","2306952","4666210","9978406","11566292","9797271","10815750","11248058","11361201","13213659","13432982","16013092","19564271","21762707","22230732","21454058","20842793","19930022","20882143","22734121","22845192","23478757","20385301","21880935","30775050","24292541","22843861","23095693","22795634","22630664","22202885","19062577","18001839","13801272","14209843","13743641","14222786","14171222","13919470","12654226","12124854","4751238","4012313","12657664","12497686","12771375","13405958","14096668","14462394"
"Japan","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","28749279","30565858","29880379","32326570","32473280","28559652","28596289","28644069","27791984","30536077","32762184","29352256","29752735","28885771","29469419","26823091","23877761","23200665","23758290","26084748","27173892","30521524","31121363","32307709","33423762","33969506","34351340","33339312","28632171","22128206","27308080","26618517","25838132","37202378","35229054","37584773","46442816","50980643","51116855","38682446","44839958","45877250","54407842","58053525","63001708","61327024","60524146","57243708","55421367","51335083","44147917","48926636","54617295","57623377","59786116"
"Japan","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","64250934","69843875","80402847","94423764","92448544","91562633","98493311","111872059","138802129","134254392","128661201","133481995","123448699","137285279","148605648","161799014","212030873","242845020","278773286","276686644","238933297","290070220","284434766","299449653","320424351","342194807","368109833","395567212","327119097","343284331","374416978","350139084","379925222","321699150","375667190","417694880","418863130","418785660","446382810","322727967","357561139","392280440","420576600","401907689","420076274","360565311","365777622","351296165","370394454","380355453","355782858","388282159","352424344","356980126","362920877"
"Mexico","Biomass","Domestic Extraction","DE","t","261125172","259028771","257522326","260964610","265474232","279816905","275288598","284233441","298795433","288617368","311501704","324120574","315655502","324894959","330408801","346199868","349404100","353606934","341254961","350971116","355969064","346605212","358500332","358987970","360874077","368874873","377184714","375639281","387628707","377455106","374989155","393308692","384568066","398367029","405561910","396643642","407102196","418847834","425355042","406039173","424731865","403454957","421204800","439347676","447172404","440686552","459194413","463486891","463015926","467388712","462275044","466583725","464880423","464160214","461377559"
"Mexico","Biomass","Domestic Material Consumption","DMC","t","260469904","257123001","256044024","261063725","267464314","282431873","275460903","286233269","300784981","290995697","321013830","333893012","320559269","335380762","338989975","352001488","353103871","358658421","347365791","359621381","367373975","355391452","370774496","369667444","374346150","378076558","390934307","386322602","403019694","396368800","396217193","416144827","406518188","420223341","428512013","419695230","432771008","445202362","448136459","424995464","446848024","426834028","444091272","456177588","466884971","463501282","484106449","491014163","492198762","495875847","487409485","494155952","492320155","491678840","488844846"
"Mexico","Biomass","Domestic Material Input","DMI","t","262659968","259839042","259023667","263638633","269900290","284363583","277430023","288571056","303274952","293625077","323469150","335866143","322839139","337150304","341250005","354837753","356047935","362663027","351819517","363586205","370584210","359247189","374057506","373499230","378538547","384338743","397839369","393500469","410672782","404071095","403648354","422817575","413652086","427118799","435800154","427619309","442392119","454280816","459568166","435828879","457697028","439034747","456824964","471401797","482347508","478751207","501451323","508014224","509650642","512821096","502847519","510633355","509026398","508537873","505801994"
"Mexico","Biomass","Exports","EXP","t","2190064","2716041","2979643","2574908","2435976","1931711","1969119","2337787","2489971","2629380","2455320","1973131","2279870","1769542","2260030","2836265","2944064","4004606","4453726","3964824","3210235","3855737","3283010","3831786","4192397","6262185","6905062","7177867","7653088","7702295","7431161","6672748","7133898","6895458","7288141","7924079","9621111","9078453","11431707","10833415","10849004","12200719","12733691","15224209","15462537","15249925","17344874","17000061","17451880","16945249","15438034","16477402","16706243","16859033","16957148"
"Mexico","Biomass","Imports","IMP","t","1534796","810271","1501341","2674023","4426058","4546678","2141425","4337615","4479519","5007709","11967446","11745569","7183637","12255345","10841204","8637885","6643835","9056093","10564556","12615089","14615146","12641978","15557174","14511260","17664470","15463870","20654655","17861188","23044075","26615989","28659199","29508883","29084020","28751770","30238244","30975667","35289922","35432982","34213124","29789705","32965163","35579790","35620164","32054122","35175104","38064655","42256911","44527333","46634716","45432383","40572475","44049630","44145975","44377658","44424435"
"Mexico","Biomass","Material Footprint (RMC)","MF","t","251592629","250413797","249474144","254874393","262120149","280037704","273113538","276367427","293377358","289514950","315765297","335577191","314354878","312691262","323847039","338347490","323934591","327272623","319201699","334015239","339752506","339362253","368657624","364325834","375691615","347056463","389169111","382054030","408589687","415632602","441936990","454672198","436475078","462021376","451526212","449078997","452234158","476497513","487132736","449046769","469893051","469576235","458979192","496058056","488174799","471109971","490593927","498706324","499796362","510971625","475660315","493302539","496293642","503378048","504024015"
"Mexico","Biomass","Physical Trade Balance","PTB","t","-655268","-1905770","-1478302","99115","1990082","2614967","172306","1999828","1989548","2378329","9512126","9772438","4903767","10485803","8581174","5801620","3699771","5051487","6110830","8650265","11404911","8786240","12274163","10679474","13472073","9201685","13749593","10683321","15390987","18913694","21228038","22836135","21950122","21856313","22950103","23051588","25668811","26354529","22781417","18956290","22116160","23379071","22886473","16829913","19712567","22814730","24912036","27527272","29182836","28487134","25134441","27572228","27439732","27518626","27467287"
